pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FS,2025-06-03,86.6,-2.32,5.94,"Sugano, Tomoyuki",641487,608372,,called_strike,,,,,8.0,J.P. Crawford lines out to center fielder Colton Cowser.,R,L,R,SEA,BAL,S,,,2,1,2025,-1.1,0.43,0.1,1.58,,,,0,1,Bot,,,,,,,7.985821876475092,-125.95338296829584,-5.143576637032231,-13.19025080040236,22.367919090220383,-26.827550230620034,3.2,1.52,,,,86.8,1429.0,6.2,777655,668939,656811,702616,602104,683002,666185,681297,677008,54.33,,,,,,,,7,4,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,218.0,0.0,-0.073,,,,0.073,,-1,-1,0.442,0.442,35,30,36,30,1,0,7.0,2.0,5.0,1.0,2.59,1.1,-1.1,39.8,,,,,
FC,2025-06-03,88.1,-2.39,5.93,"Sugano, Tomoyuki",641487,608372,,called_strike,,,,,5.0,J.P. Crawford lines out to center fielder Colton Cowser.,R,L,R,SEA,BAL,S,,,2,0,2025,0.07,0.34,-0.21,2.13,,,,0,1,Bot,,,,,,,5.129518655683373,-128.33788068162255,-3.910944000342699,-0.1761944741618507,23.865619073904323,-27.79063659594618,3.22,1.52,,,,88.1,2472.0,6.0,777655,668939,656811,702616,602104,683002,666185,681297,677008,54.48,,,,,,,,7,3,Cutter,0,1,0,1,1,0,0,1,Infield shade,Standard,196.0,0.0,-0.073,,,,0.073,,-1,-1,0.442,0.442,35,30,36,30,1,0,7.0,2.0,5.0,1.0,2.56,-0.07,0.07,38.9,,,,,
FF,2025-06-03,92.4,-2.44,5.92,"Sugano, Tomoyuki",641487,608372,,ball,,,,,9.0,J.P. Crawford lines out to center fielder Colton Cowser.,R,L,R,SEA,BAL,B,,,1,0,2025,-0.37,1.38,0.32,1.59,,,,0,1,Bot,,,,,,,7.785406741444529,-134.24851844579834,-8.179926086482372,-6.1726221518525355,28.669552077467397,-13.814548324090511,3.26,1.55,,,,92.0,2341.0,6.1,777655,668939,656811,702616,602104,683002,666185,681297,677008,54.41,,,,,,,,7,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,206.0,0.0,0.078,,,,-0.078,,-1,-1,0.442,0.442,35,30,36,30,1,0,7.0,2.0,5.0,1.0,1.29,0.37,-0.37,38.6,,,,,
FF,2025-06-03,92.0,-2.31,6.01,"Sugano, Tomoyuki",641487,608372,,ball,,,,,14.0,J.P. Crawford lines out to center fielder Colton Cowser.,R,L,R,SEA,BAL,B,,,0,0,2025,-0.31,1.4,1.17,2.38,,,,0,1,Bot,,,,,,,9.448601496241738,-133.58586694832096,-6.35378148748366,-5.778258703907944,28.34536950642295,-14.19990244129854,3.29,1.52,,,,91.6,2354.0,6.1,777655,668939,656811,702616,602104,683002,666185,681297,677008,54.39,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,208.0,0.0,0.04,,,,-0.04,,-1,-1,0.442,0.442,35,30,36,30,1,0,7.0,2.0,5.0,1.0,1.3,0.31,-0.31,40.2,,,,,
ST,2025-05-27,84.4,-2.5,5.96,"Sugano, Tomoyuki",571448,608372,field_out,hit_into_play,,,,,14.0,Nolan Arenado flies out to right fielder Heston Kjerstad. Alec Burleson to 3rd.,R,R,R,BAL,STL,X,9.0,fly_ball,2,2,2025,0.61,0.35,1.19,1.77,,676475.0,,0,6,Top,188.3,115.2,,,,,7.3452653569851565,-122.64913402776308,-4.0089677887375315,4.5970590540406,25.49966460864409,-28.067748182691545,3.48,1.7,294.0,86.8,29.0,84.0,2678.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.31,0.043,0.042,0.0,1.0,0.0,0.0,3.0,48,5,Sweeper,4,3,3,4,3,4,3,4,Standard,Standard,69.0,0.019,-0.227,65.9,8.2,0.07,0.227,88.0,1,-1,0.567,0.433,35,34,36,34,3,2,6.0,2.0,7.0,1.0,2.88,-0.61,-0.61,37.9,0.1463069733507651,10.497696062851803,31.24176227948219,53.6844247532889,27.869745930648744
ST,2025-05-27,84.0,-2.43,6.0,"Sugano, Tomoyuki",571448,608372,,ball,,,,,14.0,Nolan Arenado flies out to right fielder Heston Kjerstad. Alec Burleson to 3rd.,R,R,R,BAL,STL,B,,,1,2,2025,0.76,0.41,1.76,2.19,,676475.0,,0,6,Top,,,,,,,8.177950972282563,-122.0091759088552,-3.19428262103239,5.885876538663097,24.926962971338273,-27.633631276107153,3.31,1.56,,,,83.6,2616.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.27,,,,,,,,48,4,Sweeper,4,3,3,4,3,4,3,4,Standard,Standard,67.0,0.0,0.039,,,,-0.039,,1,-1,0.567,0.433,35,34,36,34,3,2,6.0,2.0,7.0,1.0,2.84,-0.76,-0.76,40.9,,,,,
FS,2025-05-27,87.9,-2.32,6.07,"Sugano, Tomoyuki",571448,608372,,blocked_ball,,,,,13.0,Nolan Arenado flies out to right fielder Heston Kjerstad. Alec Burleson to 3rd.,R,R,R,BAL,STL,B,,,0,2,2025,-1.16,0.33,-0.27,0.53,,676475.0,,0,6,Top,,,,,,,7.347783739167896,-127.626072505302,-7.946797321911766,-14.153026514661963,25.85415744126949,-27.085218089140536,3.34,1.7,,,,87.7,1735.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.27,,,,,,,,48,3,Split-Finger,4,3,3,4,3,4,3,4,Standard,Standard,213.0,0.0,0.02,,,,-0.02,,1,-1,0.567,0.433,35,34,36,34,3,2,6.0,2.0,7.0,1.0,2.63,1.16,1.16,43.0,,,,,
ST,2025-05-27,83.0,-2.34,6.08,"Sugano, Tomoyuki",571448,608372,,foul,,,,,14.0,Nolan Arenado flies out to right fielder Heston Kjerstad. Alec Burleson to 3rd.,R,R,R,BAL,STL,S,,,0,1,2025,1.19,0.24,1.1,1.76,,676475.0,,0,6,Top,,,,,,,5.518656912650461,-120.6889947329051,-3.8101745037746575,10.403751833622882,25.555613336059142,-29.28478851052884,3.48,1.7,,,,82.4,2635.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.4,,,,,,,,48,2,Sweeper,4,3,3,4,3,4,3,4,Standard,Standard,73.0,0.0,-0.068,44.8,8.3,,0.068,,1,-1,0.567,0.433,35,34,36,34,3,2,6.0,2.0,7.0,1.0,3.1,-1.19,-1.19,40.3,1.9201789363413877,3.707631142267211,32.73921334062019,53.56592392343929,26.09773873966013
ST,2025-05-27,84.0,-2.19,6.08,"Sugano, Tomoyuki",571448,608372,,foul,,,,,14.0,Nolan Arenado flies out to right fielder Heston Kjerstad. Alec Burleson to 3rd.,R,R,R,BAL,STL,S,,,0,0,2025,0.85,0.24,1.24,1.57,,676475.0,,0,6,Top,,,,,,,6.238326943848518,-122.13715718259952,-4.494209311569771,7.235576727845362,24.434213569864745,-29.097985601533523,3.48,1.7,,,,83.7,2593.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.35,,,,,,,,48,1,Sweeper,4,3,3,4,3,4,3,4,Standard,Standard,70.0,0.0,-0.047,67.8,9.0,,0.047,,1,-1,0.567,0.433,35,34,36,34,3,2,6.0,2.0,7.0,1.0,3.0,-0.85,-0.85,41.7,4.276250052938058,-2.510948287140547,33.97500311066631,54.66381280547968,28.38714672456498
CU,2025-05-27,78.5,-2.28,6.07,"Sugano, Tomoyuki",676475,608372,double,hit_into_play,,,,,8.0,Alec Burleson doubles (7) on a line drive to right fielder Heston Kjerstad.,R,L,R,BAL,STL,X,9.0,line_drive,0,0,2025,0.68,-1.02,0.08,1.96,,,,0,6,Top,195.46,133.85,,,,,3.8292013380600736,-114.26586848655604,-0.1285330551270154,5.12954620930551,22.65430971813196,-41.25974673250326,3.56,1.6,235.0,90.2,18.0,77.7,2607.0,5.9,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.59,0.606,0.589,1.25,1.0,1.0,1.0,4.0,47,1,Curveball,4,3,3,4,3,4,3,4,Standard,Standard,55.0,-0.1,0.71,77.5,8.4,0.752,-0.71,90.2,1,-1,0.667,0.333,35,26,36,27,3,2,6.0,2.0,7.0,3.0,4.74,-0.68,0.68,43.3,24.325587212778867,-18.753598783169295,32.37098144734947,33.041663182041695,46.12479813659565
SI,2025-05-27,93.2,-2.2,6.15,"Sugano, Tomoyuki",575929,608372,field_out,hit_into_play,,,,,7.0,Willson Contreras lines out to pitcher Tomoyuki Sugano.,R,R,R,BAL,STL,X,1.0,line_drive,1,0,2025,-1.19,0.97,-0.67,1.97,,,,2,5,Top,128.93,163.51,,,,,6.527990369242022,-135.40447127321127,-7.009336524067056,-16.09083768649815,31.97172060117772,-18.85501849592979,3.52,1.62,97.0,73.8,8.0,92.4,2287.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.4,0.251,0.25,0.0,1.0,0.0,0.0,2.0,40,2,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,204.0,0.008,-0.301,74.0,7.0,0.294,0.301,88.0,-2,2,0.269,0.731,35,33,36,33,3,2,6.0,1.0,7.0,1.0,1.68,1.19,1.19,45.3,-5.771785973369514,12.66565332243448,43.33932947341758,30.099911646818445,19.61891665101615
ST,2025-05-27,84.1,-2.41,6.04,"Sugano, Tomoyuki",575929,608372,,ball,,,,,11.0,Willson Contreras lines out to pitcher Tomoyuki Sugano.,R,R,R,BAL,STL,B,,,0,0,2025,1.02,0.15,-0.97,2.78,,,,2,5,Top,,,,,,,1.297714769537839,-122.46109101539956,-1.4831243852260572,10.032308892886094,24.219403934833004,-30.576289258102697,3.37,1.56,,,,83.6,2569.0,6.0,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.55,,,,,,,,40,1,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,68.0,0.0,0.039,,,,-0.039,,-2,2,0.269,0.731,35,33,36,33,3,2,6.0,1.0,7.0,1.0,3.07,-1.02,-1.02,41.4,,,,,
SI,2025-05-27,92.7,-2.37,5.96,"Sugano, Tomoyuki",671056,608372,field_out,hit_into_play,,,,,5.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,X,6.0,line_drive,2,2,2025,-1.21,1.04,-0.12,2.38,,,,1,5,Top,102.42,144.45,,,,,8.37100458999658,-134.58027387996975,-5.553359042820523,-16.59936673057922,31.164301881866734,-18.436170800141593,3.46,1.57,153.0,100.7,9.0,92.1,2294.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.31,0.657,0.606,0.0,1.0,0.0,0.0,4.0,39,7,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,209.0,0.013,-0.231,78.7,8.0,0.734,0.231,100.7,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,1.63,1.21,1.21,41.1,9.986442305606944,-3.551932496988071,33.76855499438758,34.12216548733707,30.422446025031732
ST,2025-05-27,83.4,-2.34,6.07,"Sugano, Tomoyuki",671056,608372,,foul,,,,,5.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,S,,,2,2,2025,1.4,-0.11,0.19,2.39,,,,1,5,Top,,,,,,,3.049838972169187,-121.3531932467436,-1.750347499889009,13.0928937442893,26.2696597941866,-33.114402878169855,3.46,1.57,3.0,,-45.0,82.6,2561.0,6.0,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.49,,,,,,,,39,6,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,67.0,0.0,0.0,72.2,8.6,,0.0,,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,3.42,-1.4,-1.4,43.9,29.255867551079284,-23.379622118582237,29.040234152906855,35.3770301042393,46.61680934813132
FS,2025-05-27,88.1,-2.08,6.08,"Sugano, Tomoyuki",671056,608372,,foul,,,,,5.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,S,,,2,2,2025,-1.23,0.95,-0.11,2.8,,,,1,5,Top,,,,,,,7.324252043444828,-128.16650731839908,-3.869763884744666,-15.01521350749453,25.455714636399467,-21.033357547238737,3.46,1.57,4.0,75.6,-33.0,88.2,1710.0,6.3,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.25,,,,,,,,39,5,Split-Finger,1,3,3,1,3,1,3,1,Standard,Standard,207.0,0.0,0.0,77.0,8.6,,0.0,88.0,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,1.97,1.23,1.23,44.5,20.056577240309675,-29.783122078652315,25.98440707960491,33.65869423048182,47.11941507983164
SI,2025-05-27,92.5,-2.36,5.91,"Sugano, Tomoyuki",671056,608372,,called_strike,,,,,5.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,S,,,2,1,2025,-0.93,1.15,0.19,2.39,,,,1,5,Top,,,,,,,8.51377225761765,-134.36659005938998,-5.632980390942164,-13.097383248387857,29.372636797370657,-17.186444802261015,3.46,1.61,,,,92.2,2223.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.27,,,,,,,,39,4,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,208.0,0.0,-0.07,,,,0.07,,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,1.53,0.93,0.93,37.7,,,,,
SI,2025-05-27,91.5,-2.26,5.94,"Sugano, Tomoyuki",671056,608372,,ball,,,,,9.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,B,,,1,1,2025,-1.13,1.1,0.79,1.88,,,,1,5,Top,,,,,,,10.05550308724919,-132.73317205545138,-6.638090230200771,-15.561839278890329,29.481229039214263,-17.922613867777017,3.47,1.48,,,,90.7,2262.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.41,,,,,,,,39,3,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,208.0,0.0,0.055,,,,-0.055,,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,1.65,1.13,1.13,39.3,,,,,
CU,2025-05-27,77.6,-2.03,6.08,"Sugano, Tomoyuki",671056,608372,,ball,,,,,14.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,B,,,0,1,2025,0.75,-1.29,1.35,1.04,,,,1,5,Top,,,,,,,5.844093034562994,-112.91661123341412,-1.43414827399905,5.21350179539432,22.329639965357913,-43.13017329301898,3.46,1.56,,,,77.1,2616.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.34,,,,,,,,39,2,Curveball,1,3,3,1,3,1,3,1,Standard,Standard,46.0,0.0,0.028,,,,-0.028,,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,5.11,-0.75,-0.75,47.4,,,,,
CU,2025-05-27,78.3,-2.22,6.04,"Sugano, Tomoyuki",671056,608372,,called_strike,,,,,5.0,Iván Herrera lines out sharply to shortstop Gunnar Henderson.,R,R,R,BAL,STL,S,,,0,0,2025,0.95,-0.96,0.17,2.05,,,,1,5,Top,,,,,,,3.375737939612951,-113.95967800951097,0.0174098095855701,7.658963436590038,21.614696629916494,-40.704726937633126,3.35,1.44,,,,77.8,2627.0,6.0,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.52,,,,,,,,39,1,Curveball,1,3,3,1,3,1,3,1,Standard,Standard,57.0,0.0,-0.039,,,,0.039,,-2,2,0.256,0.744,35,25,36,25,3,2,6.0,1.0,7.0,1.0,4.68,-0.95,-0.95,42.3,,,,,
ST,2025-05-27,83.8,-2.43,5.92,"Sugano, Tomoyuki",691026,608372,field_out,hit_into_play,,,,,9.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,X,6.0,ground_ball,3,2,2025,0.73,0.11,0.77,1.71,,,,0,5,Top,114.82,151.68,,,,,5.943854102322352,-121.91782673562972,-3.4634714187031825,5.911021440294023,26.400106075013245,-30.542691780683857,3.49,1.61,71.0,87.9,3.0,83.3,2533.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.3,0.38,0.397,0.0,1.0,0.0,0.0,2.0,38,8,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,69.0,0.017,-0.35,68.1,8.2,0.416,0.35,88.0,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,3.16,-0.73,-0.73,39.7,7.5102581195683245,-7.72466406975175,29.027339482385187,40.07302736523463,37.25355295627131
SI,2025-05-27,93.1,-2.24,6.1,"Sugano, Tomoyuki",691026,608372,,foul,,,,,4.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,S,,,3,2,2025,-1.31,0.94,-0.79,2.56,,,,0,5,Top,,,,,,,6.564337659689202,-135.31691414394322,-5.293498868645407,-17.563875323655385,31.532290837759252,-19.594123524766673,3.49,1.61,5.0,96.0,-28.0,92.2,2248.0,6.0,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.52,,,,,,,,38,7,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,206.0,0.0,0.0,72.7,7.5,,0.0,96.0,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,1.71,1.31,1.31,40.5,10.046525750766108,-17.427750334519228,27.23681567258862,21.242220092732524,40.46599457255011
ST,2025-05-27,84.2,-2.46,5.93,"Sugano, Tomoyuki",691026,608372,,foul,,,,,9.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,S,,,3,2,2025,0.7,0.49,0.47,1.88,,,,0,5,Top,,,,,,,5.368841542568538,-122.47346563574804,-3.9664222377883225,6.038426333725291,24.08715417867877,-26.66899403661216,3.49,1.61,75.0,68.5,85.0,83.9,2515.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.39,,,,,,,,38,6,Sweeper,1,3,3,1,3,1,3,1,Standard,Standard,65.0,0.0,0.0,75.0,8.3,,0.0,88.0,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,2.73,-0.7,-0.7,38.3,15.428398336030853,-20.630914022890465,26.741503758904624,34.899226933515166,50.76060293171855
FF,2025-05-27,92.7,-2.36,6.05,"Sugano, Tomoyuki",691026,608372,,foul,,,,,1.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,S,,,3,1,2025,-0.4,1.42,-0.36,2.98,,,,0,5,Top,,,,,,,5.9641925026381255,-134.79632999510494,-5.1667446975354485,-6.1463439374025794,28.76350378677218,-13.864937834838724,3.49,1.61,,,,92.4,2317.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.4,,,,,,,,38,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,207.0,0.0,-0.09,76.2,7.4,,0.09,,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,1.23,0.4,0.4,39.7,10.328915827750077,-3.802823826569671,24.60470543330634,26.419778233475437,35.00510696889364
FS,2025-05-27,86.2,-2.29,6.03,"Sugano, Tomoyuki",691026,608372,,ball,,,,,11.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,B,,,2,1,2025,-0.76,1.03,-1.69,3.94,,,,0,5,Top,,,,,,,2.950240115223983,-125.61240505846408,-0.8544959735324139,-8.628686147089851,25.531977242415863,-21.26194383638565,3.39,1.55,,,,86.1,1411.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.36,,,,,,,,38,4,Split-Finger,1,3,3,1,3,1,3,1,Standard,Standard,216.0,0.0,0.134,,,,-0.134,,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,2.02,0.76,0.76,40.1,,,,,
FC,2025-05-27,88.3,-2.29,6.08,"Sugano, Tomoyuki",691026,608372,,called_strike,,,,,5.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,S,,,2,0,2025,0.02,0.36,-0.16,2.31,,,,0,5,Top,,,,,,,5.126757670097344,-128.61434497423468,-3.885388494909307,-0.7394228203994536,25.17973564996047,-27.590142841428676,3.22,1.42,,,,88.4,2378.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.35,,,,,,,,38,3,Cutter,1,3,3,1,3,1,3,1,Standard,Standard,179.0,0.0,-0.073,,,,0.073,,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,2.54,-0.02,-0.02,41.6,,,,,
SI,2025-05-27,91.6,-2.33,6.0,"Sugano, Tomoyuki",691026,608372,,ball,,,,,11.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,B,,,1,0,2025,-1.25,0.95,-0.76,3.31,,,,0,5,Top,,,,,,,6.612879208151059,-133.1762385443239,-2.9476058393028532,-16.306262112275913,29.674323872109177,-20.3940900702316,3.09,1.48,,,,91.0,2159.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.42,,,,,,,,38,2,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,211.0,0.0,0.078,,,,-0.078,,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,1.77,1.25,1.25,39.1,,,,,
FC,2025-05-27,87.5,-2.23,6.07,"Sugano, Tomoyuki",691026,608372,,ball,,,,,14.0,"Masyn Winn grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",R,R,R,BAL,STL,B,,,0,0,2025,0.14,0.41,1.13,0.75,,,,0,5,Top,,,,,,,7.779846225881061,-127.13656459832391,-7.500544417088787,-0.0318727289329817,25.886742741343035,-26.32291259673198,3.33,1.59,,,,87.2,2548.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.32,,,,,,,,38,1,Cutter,1,3,3,1,3,1,3,1,Standard,Standard,198.0,0.0,0.04,,,,-0.04,,-2,2,0.239,0.761,35,23,36,23,3,2,6.0,1.0,7.0,1.0,2.57,-0.14,-0.14,40.6,,,,,
FS,2025-05-27,86.9,-2.31,6.02,"Sugano, Tomoyuki",663457,608372,strikeout,foul_tip,,,,,13.0,Lars Nootbaar strikes out on a foul tip.,R,L,R,BAL,STL,S,2.0,,3,2,2025,-0.75,0.2,-1.17,2.15,,,,2,4,Top,,,,,,,4.271980092876586,-126.61734214250788,-3.5297142928832246,-8.957796633865387,24.564464065292476,-29.569801938648173,3.43,1.63,,,,87.1,1440.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.28,,0.0,0.0,1.0,0.0,0.0,,31,6,Split-Finger,0,3,3,0,3,0,3,0,Infield shade,Standard,219.0,0.006,-0.329,68.8,7.2,,0.329,,-3,3,0.197,0.803,35,27,36,28,3,2,6.0,1.0,7.0,1.0,2.8,0.75,-0.75,41.3,16.332029681298877,-1.7008444767506972,25.21028728431969,47.315907654859885,37.69694505252933
FS,2025-05-27,87.2,-2.21,5.94,"Sugano, Tomoyuki",663457,608372,,ball,,,,,14.0,Lars Nootbaar strikes out on a foul tip.,R,L,R,BAL,STL,B,,,2,2,2025,-1.02,0.39,0.76,-0.8,,,,2,4,Top,,,,,,,9.218861232999284,-126.308637456195,-10.82913905133944,-12.725809538404151,23.683049372545163,-26.063254004913475,3.43,1.66,,,,87.3,1792.0,6.5,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.04,,,,,,,,31,5,Split-Finger,0,3,3,0,3,0,3,0,Infield shade,Standard,219.0,0.0,0.104,,,,-0.104,,-3,3,0.197,0.803,35,27,36,28,3,2,6.0,1.0,7.0,1.0,2.62,1.02,-1.02,43.2,,,,,
SI,2025-05-27,91.6,-2.27,6.06,"Sugano, Tomoyuki",663457,608372,,called_strike,,,,,13.0,Lars Nootbaar strikes out on a foul tip.,R,L,R,BAL,STL,S,,,2,1,2025,-1.14,0.89,-0.17,1.37,,,,2,4,Top,,,,,,,7.727904115761296,-133.0610150099225,-7.878510098425471,-15.135758600115729,27.240979375924784,-20.083410532345756,3.46,1.66,,,,91.4,2229.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.33,,,,,,,,31,4,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,216.0,0.0,-0.076,,,,0.076,,-3,3,0.197,0.803,35,27,36,28,3,2,6.0,1.0,7.0,1.0,1.83,1.14,-1.14,41.3,,,,,
SI,2025-05-27,92.7,-2.28,6.04,"Sugano, Tomoyuki",663457,608372,,called_strike,,,,,8.0,Lars Nootbaar strikes out on a foul tip.,R,L,R,BAL,STL,S,,,2,0,2025,-1.12,0.81,-0.21,1.62,,,,2,4,Top,,,,,,,7.706473039350348,-134.61264125545475,-7.247906594053679,-15.339334993930375,28.910326418472817,-20.91954869330853,3.38,1.56,,,,92.4,2259.0,6.2,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.27,,,,,,,,31,3,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,205.0,0.0,-0.067,,,,0.067,,-3,3,0.197,0.803,35,27,36,28,3,2,6.0,1.0,7.0,1.0,1.85,1.12,-1.12,40.0,,,,,
CU,2025-05-27,79.0,-2.21,6.1,"Sugano, Tomoyuki",663457,608372,,ball,,,,,13.0,Lars Nootbaar strikes out on a foul tip.,R,L,R,BAL,STL,B,,,1,0,2025,0.77,-1.11,-1.19,1.35,,,,2,4,Top,,,,,,,0.7877234552078585,-115.0641260536721,-1.4992531556032078,6.7390609861155895,21.178583591073178,-41.96844969047344,3.34,1.59,,,,78.8,2642.0,6.1,777754,644433,663624,702616,602104,683002,666185,622761,677008,54.41,,,,,,,,31,2,Curveball,0,3,3,0,3,0,3,0,Infield shade,Standard,47.0,0.0,0.067,,,,-0.067,,-3,3,0.197,0.803,35,27,36,28,3,2,6.0,1.0,7.0,1.0,4.75,-0.77,0.77,45.9,,,,,
